F82017-10-0,F82017-10-1,F82017-10-2,F82017-10-3,F82017-10-4,F82017-10-5,F82017-10-6,F82017-10-7,F82017-10-8,F82017-10-9,F82017-10-10,F82017-10-11,F82017-10-12,F82017-10-13,F82017-10-14,F82017-10-15,F82017-10-16,F82017-10-17,F82017-10-18,F82017-10-19,F82017-10-20,F82017-10-21,F82017-10-22,F82017-10-23,F82017-10-24,F82017-10-25,F82017-10-26,F82017-10-27,F82017-10-28,F82017-10-29,F82017-10-30,F82017-10-31,F82017-10-32,F82017-10-33,F82017-10-34,F82017-10-35,F82017-10-36,F82017-10-37,F82017-10-38,F82017-10-39,F82017-10-40,F82017-10-41,F82017-10-42,F82017-10-43,F82017-10-44,F82017-10-45,F82017-10-46,F82017-10-47,F82017-10-48,F82017-10-49,F82017-10-50
814.3571067201914,816.9703728317243,825.1727121365135,818.9311665503736,817.1106512684161,813.0603871414448,816.2803605630679,814.1211401812866,810.4251524877006,812.7896769179067,811.908432979288,821.0811970462057,810.3388159898516,812.2624845646733,810.7557361344235,816.9559133502514,819.0782008686463,810.431232402994,815.7040316796946,820.1322709022998,811.9772433729511,816.2443012906888,811.3304869820072,820.1772451518499,819.0133648975337,815.5237336816404,806.8837891204277,812.3673851456736,820.3247132095405,819.5482630573517,817.2981774331779,825.1977596162146,816.7042986647836,812.1301435646127,811.0598637038871,819.1813342351448,806.652683235367,809.6716993002976,809.2725800202055,819.8764689439605,816.5882442855153,814.3785835125059,814.2274883004569,815.5099919021488,816.5034618191356,812.2084073820442,809.7069853511855,818.602903993945,821.4964381461768,813.6869920874391,818.4548641461823
806.9102337375554,803.5808108324916,804.7471362581798,809.9556106468486,808.5773817161706,803.5004629390016,805.1498056513334,805.157376233891,806.1293497680012,806.3118531469419,803.6046178248533,805.007074408509,806.52692010613,809.4604507724841,803.2030186849491,807.5409640769597,807.7292756299298,809.0758857015968,809.4729461829706,805.6806464973773,806.106926557808,811.4986445987793,805.2172341650302,802.6611273665727,806.344127985556,805.4538269892773,806.8807704312808,811.6717752828596,804.9271159622562,803.4771923036284,808.6558692687239,807.2210885574477,805.9362117863561,804.8789623565971,803.4158151581948,804.4908707849668,804.1212946226672,808.5709984210648,806.034970668875,805.9001873143744,806.2225224683594,810.1848373428977,810.7920997614625,806.6821499637896,803.9326488346221,802.9648811318275,804.138036910031,805.2097298451765,805.6307140491137,803.3439975881689,803.5897635700413
805.6640092556343,802.9986064213273,804.5676215498112,807.0557096963037,804.8168226031803,803.5004629390016,805.1498056513334,805.157376233891,803.5490214115323,806.1822547123245,803.6046178248533,805.007074408509,804.7750466934522,805.7465917064817,803.2030186849491,803.4623664144661,807.7292756299298,807.36376194038,805.2119235426865,804.9188536257832,802.4324036021817,810.3856896378347,805.1574486169576,802.6611273665727,805.1755562966179,805.164432064639,804.3955920640963,810.081579084295,804.9271159622562,803.4771923036284,808.6558692687239,807.1598027938101,805.9362117863561,803.4675872562218,803.2294185667455,804.4908707849668,803.3255935512915,804.9866781472327,802.9537298688967,805.9001873143744,802.8446691718575,809.5705511544061,810.7920997614625,804.7872057068018,803.9326488346221,802.9389546300508,804.138036910031,804.4920975046705,805.6307140491137,803.3439975881689,802.3962487841266
804.3727282150605,802.9986064213273,804.5049944761462,806.0374407841625,802.369183142267,803.5004629390016,805.1498056513334,804.7983180048385,803.5290723300822,805.3756869477797,803.6046178248533,803.6273726628808,803.5797681071876,805.4796022735607,802.4090805923365,803.4623664144661,806.8703477269828,806.0201938706126,805.1862345370038,804.9188536257832,802.4324036021817,809.2194313436662,804.3663431078069,802.6611273665727,803.6882146721733,803.8945448037058,804.1432457908611,809.4717014358761,804.9271159622562,803.4771923036284,807.3425640674199,806.3683303644688,805.9362117863561,803.4675872562218,802.616935971027,804.4908707849668,803.3255935512915,804.9866781472327,802.9537298688967,805.8919290714786,802.8446691718575,808.5677562201162,810.3967523611727,804.1727106029688,802.7609953162412,802.8886458151298,803.8988633947379,804.4920975046705,805.3632224968678,803.3439975881689,801.7207116662197
804.3727282150605,802.9209794534729,803.7826588310788,806.0374407841625,802.3071397888554,803.1177044993167,805.1498056513334,804.6165210356405,803.5290723300822,805.3756869477797,803.3133041807031,803.6273726628808,803.5797681071876,805.4796022735607,802.4090805923365,803.4623664144661,806.8703477269828,806.0201938706126,804.9718800676679,804.9188536257832,802.0043755988562,806.4549207316167,804.2914288348264,802.3760376414976,803.6882146721733,803.8945448037058,803.9376439742729,808.4113528074545,804.3665803270003,803.4771923036284,807.3425640674199,806.3683303644688,805.9362117863561,802.8763867334751,802.616935971027,804.4908707849668,802.8265465851206,804.9866781472327,802.7684416134728,805.8919290714786,802.5447742981244,808.1149345387585,808.463721442058,803.4737880317184,802.6302320214847,802.3415978437633,802.9958936480772,804.0708416794873,805.3632224968678,803.2028524983157,801.6497247021243
803.9670792822579,802.7931362860552,803.7826588310788,805.8758743204605,801.9222533548788,803.1177044993167,805.1498056513334,804.321377931952,803.2658157792704,804.7905802349303,803.3133041807031,803.6273726628808,803.2944488109241,805.4796022735607,802.4046060095385,803.4623664144661,806.6288294015644,805.2122053211764,804.9718800676679,803.8804267013218,802.0043755988562,806.4549207316167,804.0524842747229,802.0434482721889,803.5399890325286,803.7631882046745,803.4760783854093,807.6540184835359,804.0837343941428,803.1803656655218,807.3425640674199,806.3683303644688,805.6393091621107,802.6292366306825,802.616935971027,804.3769093896617,802.7735340579953,804.9866781472327,802.7684416134728,805.8656375342584,802.4403244310132,807.8046283099865,808.463721442058,803.4737880317184,802.2733441599826,802.3415978437633,802.7648706954388,804.0708416794873,805.2347379262542,803.0304912530901,801.3679722258233
801.9544141044097,802.5267291483976,803.7826588310788,803.7811165588829,801.9222533548788,800.9286305640562,803.1577994664309,804.321377931952,801.3257439574346,804.7750437811748,801.9433935056261,803.6104542388714,803.011952350944,804.6514982605969,802.4046060095385,803.4623664144661,806.1006946532984,804.6550326451043,803.8236744989264,803.8804267013218,802.0043755988562,803.9924510978245,803.1737819067474,802.0434482721889,802.5509675445606,803.7631882046745,802.4807102569187,805.3976853071816,804.0837343941428,802.7036613711646,807.3425640674199,803.4920574807902,804.0921089037191,802.6292366306825,802.616935971027,804.0757055548648,802.2067985767845,804.4307889303236,802.2789649186493,805.3487937331654,802.4403244310132,807.8046283099865,806.6526905813462,802.9729935966558,802.2544604821504,802.2675393116433,802.7648706954388,803.301721603975,804.0363645181897,802.5391722706806,801.3679722258233
801.7357795089362,802.5267291483976,803.7826588310788,803.601871289431,801.9222533548788,800.9286305640562,802.6168846313982,803.9575436836467,801.3257439574346,804.7750437811748,801.8613018792216,803.3535178642801,803.011952350944,804.176448232176,801.7909233971096,803.2478757555186,805.5244832387823,803.7929405538032,803.8236744989264,803.8804267013218,802.0043755988562,802.6866892573003,803.1737819067474,802.0434482721889,802.4086043182024,803.4401961327854,802.4567826408255,804.5584400762056,804.0771631092218,802.7036613711646,805.8154623275076,803.3487043507454,803.9674478114797,802.5425070812514,802.5607686967411,803.516996740212,802.1804879238805,804.4307889303236,802.2789649186493,805.31809343416,802.3564046024609,804.9514622891601,805.4216338346849,802.6506785727348,802.2544604821504,802.2675393116433,802.4559973394744,803.301721603975,803.9723089547507,802.0456703933954,801.266058664817
801.7357795089362,802.5267291483976,803.7306228542869,803.5130874636613,801.9222533548788,800.9286305640562,802.4236392741095,803.9575436836467,801.1783997307822,804.7750437811748,801.8157340763295,803.3264998750979,803.011952350944,803.8255872710253,801.7909233971096,803.2478757555186,805.5244832387823,803.6690316617281,803.4537516988847,803.4052590180605,801.9598657174689,802.6866892573003,803.1737819067474,802.0434482721889,802.2737246853972,803.2732033214793,802.0982387513245,804.5584400762056,803.8479690440041,802.7036613711646,805.8154623275076,803.3487043507454,803.410927088591,802.4719146288617,802.4137545077956,803.3764250411796,802.093117164451,804.4307889303236,802.2789649186493,805.31809343416,802.2146942221298,804.8003391336681,805.4216338346849,802.6506785727348,802.2544604821504,802.0999002699782,802.2112144874671,803.301721603975,803.6319637798497,802.0456703933954,801.266058664817
801.6699033403008,802.5267291483976,803.7306228542869,803.5130874636613,801.9222533548788,800.9051556215115,802.2839863868766,803.9575436836467,801.1586584143347,804.7265606018992,801.7805064125978,803.3264998750979,803.011952350944,803.5401552309572,801.7909233971096,803.2160669944531,805.511093454755,803.567829848262,803.2659988655854,803.2967239750534,801.8486002303846,802.044633790086,803.1737819067474,801.9914282975776,802.092181319293,803.2540917662456,802.0982387513245,804.1433263022592,803.4890850738471,802.677440378772,805.8154623275076,803.3487043507454,803.1161532295862,802.4719146288617,802.4137545077956,803.1200935571509,802.093117164451,804.1718793904871,802.2789649186493,805.2834296356477,802.1853537057351,804.7260881588214,805.2514740951212,802.6506785727348,802.2544604821504,801.964778196897,802.2112144874671,803.2379793521445,803.6088773412383,802.0456703933954,801.266058664817
